word,lemma,is_loanword,donor_language,donor_family,source_word,semantic_domain,confidence
сорго,сорго,1,Italian,Indo-European/Romance,,,0.88
софит,софит,1,Italian,Indo-European/Romance,,,0.88
спагетти,спагетти,1,Italian,Indo-European/Romance,,,0.88
спаржа,спаржа,1,Italian,Indo-European/Romance,,,0.88
стек,стек,1,Italian,Indo-European/Romance,,,0.88
студия,студия,1,Italian,Indo-European/Romance,,,0.88
сутана,сутана,1,Italian,Indo-European/Romance,,,0.88
сценарий,сценарий,1,Italian,Indo-European/Romance,,,0.88
табакерка,табакерка,1,Italian,Indo-European/Romance,,,0.88
таль,таль,1,Italian,Indo-European/Romance,,,0.88
тарантино,тарантино,1,Italian,Indo-European/Romance,,,0.88
тольятти,тольятти,1,Italian,Indo-European/Romance,,,0.88
торец,торец,1,Italian,Indo-European/Romance,,,0.88
торт,торт,1,Italian,Indo-European/Romance,,,0.88
трамплин,трамплин,1,Italian,Indo-European/Romance,,,0.88
трафарет,трафарет,1,Italian,Indo-European/Romance,,,0.88
трембита,трембита,1,Italian,Indo-European/Romance,,,0.88
трио,трио,1,Italian,Indo-European/Romance,,,0.88
тромбон,тромбон,1,Italian,Indo-European/Romance,,,0.88
трюфель,трюфель,1,Italian,Indo-European/Romance,,,0.88
фагот,фагот,1,Italian,Indo-European/Romance,,,0.88
фальцет,фальцет,1,Italian,Indo-European/Romance,,,0.88
фашизм,фашизм,1,Italian,Indo-European/Romance,,,0.88
фашист,фашист,1,Italian,Indo-European/Romance,,,0.88
фаянс,фаянс,1,Italian,Indo-European/Romance,,,0.88
фирма,фирма,1,Italian,Indo-European/Romance,,,0.88
фора,фора,1,Italian,Indo-European/Romance,,,0.88
фортепиано,фортепиано,1,Italian,Indo-European/Romance,,,0.88
фортепьяно,фортепьяно,1,Italian,Indo-European/Romance,,,0.88
фрегат,фрегат,1,Italian,Indo-European/Romance,,,0.88
фрикаделька,фрикаделька,1,Italian,Indo-European/Romance,,,0.88
фронтон,фронтон,1,Italian,Indo-European/Romance,,,0.88
фуга,фуга,1,Italian,Indo-European/Romance,,,0.88
фурор,фурор,1,Italian,Indo-European/Romance,,,0.88
цитадель,цитадель,1,Italian,Indo-European/Romance,,,0.88
цоколь,цоколь,1,Italian,Indo-European/Romance,,,0.88
цуккини,цуккиня,1,Italian,Indo-European/Romance,,,0.88
чао,чао,1,Italian,Indo-European/Romance,,,0.88
шкатулка,шкатулка,1,Italian,Indo-European/Romance,,,0.88
шоколад,шоколад,1,Italian,Indo-European/Romance,,,0.88
шпага,шпага,1,Italian,Indo-European/Romance,,,0.88
шпагат,шпагат,1,Italian,Indo-European/Romance,,,0.88
штиблета,штиблета,1,Italian,Indo-European/Romance,,,0.88
штукатурка,штукатурка,1,Italian,Indo-European/Romance,,,0.88
элеонора,элеонора,1,Italian,Indo-European/Romance,,,0.88
эппс,эппс,1,Italian,Indo-European/Romance,,,0.88
эскадра,эскадра,1,Italian,Indo-European/Romance,,,0.88
эскадрон,эскадрон,1,Italian,Indo-European/Romance,,,0.88
аак,аак,1,Dutch,Indo-European/Germanic,,,0.88
аврал,аврал,1,Dutch,Indo-European/Germanic,,,0.88
адмиралтейство,адмиралтейство,1,Dutch,Indo-European/Germanic,,,0.88
апсель,апсель,1,Dutch,Indo-European/Germanic,,,0.88
ахтерпик,ахтерпик,1,Dutch,Indo-European/Germanic,,,0.88
бакен,бакен,1,Dutch,Indo-European/Germanic,,,0.88
балласт,балласт,1,Dutch,Indo-European/Germanic,,,0.88
бизань,бизань,1,Dutch,Indo-European/Germanic,,,0.88
брамсель,брамсель,1,Dutch,Indo-European/Germanic,,,0.88
брандспойт,брандспойт,1,Dutch,Indo-European/Germanic,,,0.88
брезент,брезент,1,Dutch,Indo-European/Germanic,,,0.88
брюки,брюки,1,Dutch,Indo-European/Germanic,,,0.88
буер,буер,1,Dutch,Indo-European/Germanic,,,0.88
буй,буй,1,Dutch,Indo-European/Germanic,,,0.88
буксировать,буксировать,1,Dutch,Indo-European/Germanic,,,0.88
буксовать,буксовать,1,Dutch,Indo-European/Germanic,,,0.88
бур,бур,1,Dutch,Indo-European/Germanic,,,0.88
бургомистр,бургомистр,1,Dutch,Indo-European/Germanic,,,0.88
бушприт,бушприт,1,Dutch,Indo-European/Germanic,,,0.88
ванта,ванта,1,Dutch,Indo-European/Germanic,,,0.88
ватерпас,ватерпас,1,Dutch,Indo-European/Germanic,,,0.88
веер,веер,1,Dutch,Indo-European/Germanic,,,0.88
вест,вест,1,Dutch,Indo-European/Germanic,,,0.88
вест-индия,вест-индия,1,Dutch,Indo-European/Germanic,,,0.88
вилдерс,вилдерс,1,Dutch,Indo-European/Germanic,,,0.88
виндхук,виндхук,1,Dutch,Indo-European/Germanic,,,0.88
гаага,гаага,1,Dutch,Indo-European/Germanic,,,0.88
гак,гак,1,Dutch,Indo-European/Germanic,,,0.88
галанка,галанка,1,Dutch,Indo-European/Germanic,,,0.88
галерея,галерея,1,Dutch,Indo-European/Germanic,,,0.88
галс,галс,1,Dutch,Indo-European/Germanic,,,0.88
гафель,гафель,1,Dutch,Indo-European/Germanic,,,0.88
грот,грот,1,Dutch,Indo-European/Germanic,,,0.88
дамба,дамба,1,Dutch,Indo-European/Germanic,,,0.88
доллар,доллар,1,Dutch,Indo-European/Germanic,,,0.88
домкрат,домкрат,1,Dutch,Indo-European/Germanic,,,0.88
драить,драить,1,Dutch,Indo-European/Germanic,,,0.88
дрейф,дрейф,1,Dutch,Indo-European/Germanic,,,0.88
дренте,дренте,1,Dutch,Indo-European/Germanic,,,0.88
дюйм,дюйм,1,Dutch,Indo-European/Germanic,,,0.88
зонтик,зонтик,1,Dutch,Indo-European/Germanic,,,0.88
зюйд,зюйд,1,Dutch,Indo-European/Germanic,,,0.88
зюйдвестка,зюйдвестка,1,Dutch,Indo-European/Germanic,,,0.88
йозеф,йозеф,1,Dutch,Indo-European/Germanic,,,0.88
какаду,какаду,1,Dutch,Indo-European/Germanic,,,0.88
камергер,камергер,1,Dutch,Indo-European/Germanic,,,0.88
картуз,картуз,1,Dutch,Indo-European/Germanic,,,0.88
квартира,квартира,1,Dutch,Indo-European/Germanic,,,0.88
квитанция,квитанция,1,Dutch,Indo-European/Germanic,,,0.88
киль,киль,1,Dutch,Indo-European/Germanic,,,0.88
кильватер,кильватер,1,Dutch,Indo-European/Germanic,,,0.88
кливер,кливер,1,Dutch,Indo-European/Germanic,,,0.88
клизма,клизма,1,Dutch,Indo-European/Germanic,,,0.88
клинкер,клинкер,1,Dutch,Indo-European/Germanic,,,0.88
клипер,клипер,1,Dutch,Indo-European/Germanic,,,0.88
кникербокер,кникербокер,1,Dutch,Indo-European/Germanic,,,0.88
койка,койка,1,Dutch,Indo-European/Germanic,,,0.88
кок,кок,1,Dutch,Indo-European/Germanic,,,0.88
колдершток,колдершток,1,Dutch,Indo-European/Germanic,,,0.88
конфорка,конфорка,1,Dutch,Indo-European/Germanic,,,0.88
корфбол,корфбол,1,Dutch,Indo-European/Germanic,,,0.88
кран,кран,1,Dutch,Indo-European/Germanic,,,0.88
крейсер,крейсер,1,Dutch,Indo-European/Germanic,,,0.88
кренить,кренить,1,Dutch,Indo-European/Germanic,,,0.88
криль,криль,1,Dutch,Indo-European/Germanic,,,0.88
кубрик,кубрик,1,Dutch,Indo-European/Germanic,,,0.88
лавировать,лавировать,1,Dutch,Indo-European/Germanic,,,0.88
лаг,лаг,1,Dutch,Indo-European/Germanic,,,0.88
лак,лак,1,Dutch,Indo-European/Germanic,,,0.88
леер,леер,1,Dutch,Indo-European/Germanic,,,0.88
линь,линь,1,Dutch,Indo-European/Germanic,,,0.88
лисель,лисель,1,Dutch,Indo-European/Germanic,,,0.88
лиф,лиф,1,Dutch,Indo-European/Germanic,,,0.88
лихтер,лихтер,1,Dutch,Indo-European/Germanic,,,0.88
лотерея,лотерея,1,Dutch,Indo-European/Germanic,,,0.88
лоцман,лоцман,1,Dutch,Indo-European/Germanic,,,0.88
маастрихт,маастрихта,1,Dutch,Indo-European/Germanic,,,0.88
макрель,макрель,1,Dutch,Indo-European/Germanic,,,0.88
манекен,манекен,1,Dutch,Indo-European/Germanic,,,0.88
марс,марс,1,Dutch,Indo-European/Germanic,,,0.88
марсель,марсель,1,Dutch,Indo-European/Germanic,,,0.88
материал,материал,1,Dutch,Indo-European/Germanic,,,0.88
мачта,мачта,1,Dutch,Indo-European/Germanic,,,0.88
мик,мик,1,Dutch,Indo-European/Germanic,,,0.88
мопс,мопс,1,Dutch,Indo-European/Germanic,,,0.88
нактоуз,нактоуз,1,Dutch,Indo-European/Germanic,,,0.88
никербокер,никербокер,1,Dutch,Indo-European/Germanic,,,0.88
норд,норд,1,Dutch,Indo-European/Germanic,,,0.88
ост,ост,1,Dutch,Indo-European/Germanic,,,0.88
пароль,пароль,1,Dutch,Indo-European/Germanic,,,0.88
пассат,пассат,1,Dutch,Indo-European/Germanic,,,0.88
пек,пек,1,Dutch,Indo-European/Germanic,,,0.88
пиджак,пиджак,1,Dutch,Indo-European/Germanic,,,0.88
пингвин,пингвин,1,Dutch,Indo-European/Germanic,,,0.88
питер,питер,1,Dutch,Indo-European/Germanic,,,0.88
плакат,плакат,1,Dutch,Indo-European/Germanic,,,0.88
попугай,попугай,1,Dutch,Indo-European/Germanic,,,0.88
ракета,ракета,1,Dutch,Indo-European/Germanic,,,0.88
рангоут,рангоут,1,Dutch,Indo-European/Germanic,,,0.88
рей,рей,1,Dutch,Indo-European/Germanic,,,0.88
рейд,рейд,1,Dutch,Indo-European/Germanic,,,0.88
рейка,рейка,1,Dutch,Indo-European/Germanic,,,0.88
рубка,рубка,1,Dutch,Indo-European/Germanic,,,0.88
рузвельт,рузвельт,1,Dutch,Indo-European/Germanic,,,0.88
руль,руль,1,Dutch,Indo-European/Germanic,,,0.88
румпель,румпель,1,Dutch,Indo-European/Germanic,,,0.88
рупор,рупор,1,Dutch,Indo-European/Germanic,,,0.88
саго,саго,1,Dutch,Indo-European/Germanic,,,0.88
сельдерей,сельдерей,1,Dutch,Indo-European/Germanic,,,0.88
ситец,ситец,1,Dutch,Indo-European/Germanic,,,0.88
сталь,сталь,1,Dutch,Indo-European/Germanic,,,0.88
стапель,стапель,1,Dutch,Indo-European/Germanic,,,0.88
стеллаж,стеллаж,1,Dutch,Indo-European/Germanic,,,0.88
стопор,стопор,1,Dutch,Indo-European/Germanic,,,0.88
такелаж,такелаж,1,Dutch,Indo-European/Germanic,,,0.88
тик,тик,1,Dutch,Indo-European/Germanic,,,0.88
топ,топ,1,Dutch,Indo-European/Germanic,,,0.88
топсель,топсель,1,Dutch,Indo-European/Germanic,,,0.88
транспорт,транспорт,1,Dutch,Indo-European/Germanic,,,0.88
трап,трап,1,Dutch,Indo-European/Germanic,,,0.88
трензель,трензель,1,Dutch,Indo-European/Germanic,,,0.88
трюм,трюм,1,Dutch,Indo-European/Germanic,,,0.88
устрица,устрица,1,Dutch,Indo-European/Germanic,,,0.88
фарватер,фарватер,1,Dutch,Indo-European/Germanic,,,0.88
флагман,флагман,1,Dutch,Indo-European/Germanic,,,0.88
флагшток,флагшток,1,Dutch,Indo-European/Germanic,,,0.88
фланг,фланг,1,Dutch,Indo-European/Germanic,,,0.88
флот,флот,1,Dutch,Indo-European/Germanic,,,0.88
флюгер,флюгер,1,Dutch,Indo-European/Germanic,,,0.88
форель,форель,1,Dutch,Indo-European/Germanic,,,0.88
форштевень,форштевень,1,Dutch,Indo-European/Germanic,,,0.88
швабра,швабра,1,Dutch,Indo-European/Germanic,,,0.88
шканец,шканец,1,Dutch,Indo-European/Germanic,,,0.88
шкив,шкив,1,Dutch,Indo-European/Germanic,,,0.88
шкот,шкот,1,Dutch,Indo-European/Germanic,,,0.88
шлюз,шлюз,1,Dutch,Indo-European/Germanic,,,0.88
шлюп,шлюп,1,Dutch,Indo-European/Germanic,,,0.88
шпигат,шпигат,1,Dutch,Indo-European/Germanic,,,0.88
штаг,штаг,1,Dutch,Indo-European/Germanic,,,0.88
штопать,штопать,1,Dutch,Indo-European/Germanic,,,0.88
штопор,штопор,1,Dutch,Indo-European/Germanic,,,0.88
шторм,шторм,1,Dutch,Indo-European/Germanic,,,0.88
штурман,штурман,1,Dutch,Indo-European/Germanic,,,0.88
шхуна,шхуна,1,Dutch,Indo-European/Germanic,,,0.88
ювелир,ювелир,1,Dutch,Indo-European/Germanic,,,0.88
юнга,юнга,1,Dutch,Indo-European/Germanic,,,0.88
ют,ют,1,Dutch,Indo-European/Germanic,,,0.88
ты,ты,0,Slavic,Indo-European/Slavic,,,0.04
он,он,0,Slavic,Indo-European/Slavic,,,0.04
мы,мы,0,Slavic,Indo-European/Slavic,,,0.04
они,они,0,Slavic,Indo-European/Slavic,,,0.04
этот,этот,0,Slavic,Indo-European/Slavic,,,0.04
тот,тот,0,Slavic,Indo-European/Slavic,,,0.04
здесь,здесь,0,Slavic,Indo-European/Slavic,,,0.04
там,там,0,Slavic,Indo-European/Slavic,,,0.04
кто,кто,0,Slavic,Indo-European/Slavic,,,0.04
что,что,0,Slavic,Indo-European/Slavic,,,0.04
где,где,0,Slavic,Indo-European/Slavic,,,0.04
когда,когда,0,Slavic,Indo-European/Slavic,,,0.04
как,как,0,Slavic,Indo-European/Slavic,,,0.04
все,всё,0,Slavic,Indo-European/Slavic,,,0.04
много,много,0,Slavic,Indo-European/Slavic,,,0.04
один,один,0,Slavic,Indo-European/Slavic,,,0.04
два,два,0,Slavic,Indo-European/Slavic,,,0.04
маленький,маленький,0,Slavic,Indo-European/Slavic,,,0.04
женщина,женщина,0,Slavic,Indo-European/Slavic,,,0.04
мужчина,мужчина,0,Slavic,Indo-European/Slavic,,,0.04
человек,человек,0,Slavic,Indo-European/Slavic,,,0.04
зверь,зверь,0,Slavic,Indo-European/Slavic,,,0.04
змея,змея,0,Slavic,Indo-European/Slavic,,,0.04
червь,червь,0,Slavic,Indo-European/Slavic,,,0.04
палка,палка,0,Slavic,Indo-European/Slavic,,,0.04
кора,кора,0,Slavic,Indo-European/Slavic,,,0.04
верёвка,верёвка,0,Slavic,Indo-European/Slavic,,,0.04
жир,жир,0,Slavic,Indo-European/Slavic,,,0.04
рог,рог,0,Slavic,Indo-European/Slavic,,,0.04
хвост,хвост,0,Slavic,Indo-European/Slavic,,,0.04
перо,перо,0,Slavic,Indo-European/Slavic,,,0.04
ноготь,ноготь,0,Slavic,Indo-European/Slavic,,,0.04
колено,колено,0,Slavic,Indo-European/Slavic,,,0.04
печень,печень,0,Slavic,Indo-European/Slavic,,,0.04
кусать,кусать,0,Slavic,Indo-European/Slavic,,,0.04
нюхать,нюхать,0,Slavic,Indo-European/Slavic,,,0.04
бояться,бояться,0,Slavic,Indo-European/Slavic,,,0.04
убить,убить,0,Slavic,Indo-European/Slavic,,,0.04
ударить,ударить,0,Slavic,Indo-European/Slavic,,,0.04
резать,резать,0,Slavic,Indo-European/Slavic,,,0.04
петь,петь,0,Slavic,Indo-European/Slavic,,,0.04
жечь,жечь,0,Slavic,Indo-European/Slavic,,,0.04
жёлтый,жёлтый,0,Slavic,Indo-European/Slavic,,,0.04
полный,полный,0,Slavic,Indo-European/Slavic,,,0.04
круглый,круглый,0,Slavic,Indo-European/Slavic,,,0.04
дым,дым,0,Slavic,Indo-European/Slavic,,,0.04
пепел,пепел,0,Slavic,Indo-European/Slavic,,,0.04
лёд,лёд,0,Slavic,Indo-European/Slavic,,,0.04
пыль,пыль,0,Slavic,Indo-European/Slavic,,,0.04
гром,гром,0,Slavic,Indo-European/Slavic,,,0.04
молния,молния,0,Slavic,Indo-European/Slavic,,,0.04
год,год,0,Slavic,Indo-European/Slavic,,,0.04
имя,имя,0,Slavic,Indo-European/Slavic,,,0.04
нет,нет,0,Slavic,Indo-European/Slavic,,,0.04
да,да,0,Slavic,Indo-European/Slavic,,,0.04
или,или,0,Slavic,Indo-European/Slavic,,,0.04
если,если,0,Slavic,Indo-European/Slavic,,,0.04
потому,потому,0,Slavic,Indo-European/Slavic,,,0.04
дверь,дверь,0,Slavic,Indo-European/Slavic,,,0.04
кровать,кровать,0,Slavic,Indo-European/Slavic,,,0.04
пол,пол,0,Slavic,Indo-European/Slavic,,,0.04
потолок,потолок,0,Slavic,Indo-European/Slavic,,,0.04
стена,стена,0,Slavic,Indo-European/Slavic,,,0.04
крыша,крыша,0,Slavic,Indo-European/Slavic,,,0.04
лестница,лестница,0,Slavic,Indo-European/Slavic,,,0.04
нож,нож,0,Slavic,Indo-European/Slavic,,,0.04
ложка,ложка,0,Slavic,Indo-European/Slavic,,,0.04
вилка,вилка,0,Slavic,Indo-European/Slavic,,,0.04
чашка,чашка,0,Slavic,Indo-European/Slavic,,,0.04
тарелка,тарелка,0,Slavic,Indo-European/Slavic,,,0.04
масло,масло,0,Slavic,Indo-European/Slavic,,,0.04
лошадь,лошадь,0,Slavic,Indo-European/Slavic,,,0.04
свинья,свинья,0,Slavic,Indo-European/Slavic,,,0.04
овца,овца,0,Slavic,Indo-European/Slavic,,,0.04
коза,коза,0,Slavic,Indo-European/Slavic,,,0.04
курица,курица,0,Slavic,Indo-European/Slavic,,,0.04
утка,утка,0,Slavic,Indo-European/Slavic,,,0.04
гусь,гусь,0,Slavic,Indo-European/Slavic,,,0.04
ель,ель,0,Slavic,Indo-European/Slavic,,,0.04
осина,осина,0,Slavic,Indo-European/Slavic,,,0.04
мох,мох,0,Slavic,Indo-European/Slavic,,,0.04
болото,болото,0,Slavic,Indo-European/Slavic,,,0.04
дед,дед,0,Slavic,Indo-European/Slavic,,,0.04
баба,баба,0,Slavic,Indo-European/Slavic,,,0.04
господин,господин,0,Slavic,Indo-European/Slavic,,,0.04
серый,серый,0,Slavic,Indo-European/Slavic,,,0.04
везти,везти,0,Slavic,Indo-European/Slavic,,,0.04
закрыть,закрыть,0,Slavic,Indo-European/Slavic,,,0.04
потерять,потерять,0,Slavic,Indo-European/Slavic,,,0.04
горячий,горячий,0,Slavic,Indo-European/Slavic,,,0.04
солёный,солёный,0,Slavic,Indo-European/Slavic,,,0.04
первый,первый,0,Slavic,Indo-European/Slavic,,,0.04
последний,последний,0,Slavic,Indo-European/Slavic,,,0.04
правый,правый,0,Slavic,Indo-European/Slavic,,,0.04
левый,левый,0,Slavic,Indo-European/Slavic,,,0.04
